,screen_name,lang,created_at,fav_count,retweet_count,text,location
88,toms98750690,in,2020-10-02 15:05:04,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
89,pacareminten,in,2020-10-02 15:04:51,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…","Jakarta Selatan, DKI Jakarta"
90,doertop,in,2020-10-02 15:04:48,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
91,programmer_tua,in,2020-10-02 15:04:39,0,57,"RT @AthayaHayya: Kelurahan Sei Mati, Kecamatan Medan Mainum, Kota Medan sdh menjadi langganan banjir sejak puluhan tahun lalu. 

Warga berh…",Jakarta is close to your heart
92,yosrahakbauw,in,2020-10-02 15:02:50,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
93,iyungframudhita,in,2020-10-02 14:56:45,0,42,"RT @LOVE_AG4EVER: Makin keren ajah neh ayah Naen, Buya  atau buaya...????🤪🤪😂😂
Ayah Naen Bela  Akhyar Nasution
Aku bela Anak Muda cerdas Ins…",
94,LTH70166050,in,2020-10-02 14:55:03,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
95,iyungframudhita,in,2020-10-02 14:53:54,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
96,affanusman,in,2020-10-02 14:53:40,0,42,"RT @LOVE_AG4EVER: Makin keren ajah neh ayah Naen, Buya  atau buaya...????🤪🤪😂😂
Ayah Naen Bela  Akhyar Nasution
Aku bela Anak Muda cerdas Ins…","Jakarta, Indonesia"
97,mnoor_ichsan,in,2020-10-02 14:53:05,0,42,"RT @LOVE_AG4EVER: Makin keren ajah neh ayah Naen, Buya  atau buaya...????🤪🤪😂😂
Ayah Naen Bela  Akhyar Nasution
Aku bela Anak Muda cerdas Ins…","Kota Surabaya, Jawa Timur"
98,KompolSyafii,in,2020-10-02 14:46:59,0,42,"RT @LOVE_AG4EVER: Makin keren ajah neh ayah Naen, Buya  atau buaya...????🤪🤪😂😂
Ayah Naen Bela  Akhyar Nasution
Aku bela Anak Muda cerdas Ins…",
99,vianratulangi,in,2020-10-02 14:44:40,0,72,"RT @jr_kw19: Ga papa klo memimpin Medan berat, biar #B0bby4uliaSiap aja Pak.
Kalo kampanye jangan lupa ikuti protkes ya Pak.

""Itu Bapak td…",Manado
100,SoniMsi07,in,2020-10-02 14:43:40,0,42,"RT @LOVE_AG4EVER: Makin keren ajah neh ayah Naen, Buya  atau buaya...????🤪🤪😂😂
Ayah Naen Bela  Akhyar Nasution
Aku bela Anak Muda cerdas Ins…",
101,ByuCyd,in,2020-10-02 14:41:36,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
102,AhmadSemaun,in,2020-10-02 14:39:35,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
103,Edwin83192635,in,2020-10-02 14:35:39,0,344,"RT @Dennysiregar7: Wkwkwkw si @ustadtengkuzul bela Akhyar. Pake gelar Buya segala lagi 😂😂

Fixed ! Gua bela Bobi Nasution 😄😄😄 https://t.co/…",
104,HendarwatiH,in,2020-10-02 14:35:16,0,42,"RT @LOVE_AG4EVER: Makin keren ajah neh ayah Naen, Buya  atau buaya...????🤪🤪😂😂
Ayah Naen Bela  Akhyar Nasution
Aku bela Anak Muda cerdas Ins…","Kota Malang, Jawa Timur"
